title,city,sector,url,linkedBlueprint,,,,saksalaisten
Grünachsenplan,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/naturschutz/grunachsenplan,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Flächenschonende Stadtentwicklung: Flächennutzungsplanung und Bauleitplanung nutzen, um Versiegelung zu vermeiden/verhindern. Dazu gehört u.a.: *Verdichtung vor Außenentwicklung, *keine Ausweisung von zu versiegelnder Fläche und Beginn Entsiegelung *Stop/Reduktion von kommunalem Straßenneubau"
Ausgleichsflächen Baumpflanzflächen,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/naturschutz/ausgleichsflachen-baumpflanzflachen,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Flächenschonende Stadtentwicklung: Flächennutzungsplanung und Bauleitplanung nutzen, um Versiegelung zu vermeiden/verhindern. Dazu gehört u.a.: *Verdichtung vor Außenentwicklung, *keine Ausweisung von zu versiegelnder Fläche und Beginn Entsiegelung *Stop/Reduktion von kommunalem Straßenneubau"
Innerstädtische Aufforstung,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/naturschutz/innerstadtische-aufforstung,PV-Belegung aller kommuneneigenen Dachflächen,,,,Aufforstung als Klimawälder *Aufbau eines Dialogprozesses mit Waldbesitzer:innen
Baumschutzsatzung,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/naturschutz/baumschutzsatzung,PV-Belegung aller kommuneneigenen Dachflächen,,,,Baumschutzkonzept entwickeln
Leitideen für eine nachhaltige Bauleitplanung,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/planungen/leitideen-fur-eine-nachhaltige-bauleitplanung,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Flächenschonende Stadtentwicklung: Flächennutzungsplanung und Bauleitplanung nutzen, um Versiegelung zu vermeiden/verhindern. Dazu gehört u.a.: *Verdichtung vor Außenentwicklung, *keine Ausweisung von zu versiegelnder Fläche und Beginn Entsiegelung *Stop/Reduktion von kommunalem Straßenneubau"
Klimaaktionsplan gem. Bürgerbegehren 2022,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/planungen/klimaaktionsplan-gem-burgerbegehren-2022,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ist ein ambitionierter Klimaschutzplan vorhanden? (Restbudget / Zieljahr / jährliche Kostenaufstellung / Verantwortlichkeiten benannt)
Fuß- und Radverkehrskonzept,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/planungen/fu-und-radverkehrskonzept,PV-Belegung aller kommuneneigenen Dachflächen,,,,Mobilitätsplanung mit Fokus auf Ausbau Rad- und Fußinfrastruktur und ÖPNV-Entwicklung
Climate-Compass,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/planungen/climate-compass,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Ist Klimaschutz als Schnittstellenthema verankert, z.B.: in anderen kommunalen Konzepten? *Sind alle Abteilungen der Verwaltung im Klimaschutz geschult? *Oder gibt es eine abteilungsübergreifende Lenkungsgruppe für kommunale Kimaneutralität?"
Klima Navi,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/planungen/klima-navi,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Ist Klimaschutz als Schnittstellenthema verankert, z.B.: in anderen kommunalen Konzepten? *Sind alle Abteilungen der Verwaltung im Klimaschutz geschult? *Oder gibt es eine abteilungsübergreifende Lenkungsgruppe für kommunale Kimaneutralität?"
Nachhaltige Beschaffung,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/planungen/nachhaltige-beschaffung,PV-Belegung aller kommuneneigenen Dachflächen,,,,Richtlinien für allgemeines nachhaltiges Beschaffungswesen (inkl. Baustoffen) (Vergabeordnung)
Klimaaktionsplan 6.12.2019,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/planungen/klimaaktionsplan-6122019,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ist ein ambitionierter Klimaschutzplan vorhanden? (Restbudget / Zieljahr / jährliche Kostenaufstellung / Verantwortlichkeiten benannt)
Klimaschutz Planungen 2012,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/planungen/klimaschutz-planungen-2012,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ist ein ambitionierter Klimaschutzplan vorhanden? (Restbudget / Zieljahr / jährliche Kostenaufstellung / Verantwortlichkeiten benannt)
Umweltbildung,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/verschiedenes/umweltbildung,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Beratungs- und Förderangebote zur Umstellung auf ökologische und regenerative Landwirtschaft (Vorbild ""Förder- /Beratungskompass"")"
Stadtradeln,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/verschiedenes/stadtradeln,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau Radverkehr
Essbare Stadt,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/verschiedenes/essbare-stadt,PV-Belegung aller kommuneneigenen Dachflächen,,,,Kommune fördert urbane Landwirtschaft und zivilgesellschaftliche Initiativen
Fair Trade Town,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/verschiedenes/fair-trade-town,PV-Belegung aller kommuneneigenen Dachflächen,,,,Richtlinien für allgemeines nachhaltiges Beschaffungswesen (inkl. Baustoffen) (Vergabeordnung)
Ökokonto,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/verschiedenes/okokonto,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Flächenschonende Stadtentwicklung: Flächennutzungsplanung und Bauleitplanung nutzen, um Versiegelung zu vermeiden/verhindern. Dazu gehört u.a.: *Verdichtung vor Außenentwicklung, *keine Ausweisung von zu versiegelnder Fläche und Beginn Entsiegelung *Stop/Reduktion von kommunalem Straßenneubau"
Klimaschutzfond,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/verschiedenes/klimaschutzfond,PV-Belegung aller kommuneneigenen Dachflächen,,,,Einrichtung eines Klimaschutzfonds
Wasserspender für Schulen,Bremen,Strom,https://monitoring.localzero.net/bargteheide/massnahmen/verschiedenes/wasserspender-fur-schulen,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Umstellung des Verpflegungsangebotes auf überwiegend ökologische vegetarische Ernährungsform in Kantinen der Schulen, Krankenhäuser und Pflegeeinrichtungen mit öffentlicher Trägerschaft"
Freiflächen-PV,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Bau von PV-Flächenanlagen ermöglichen und unterstützen
Windkraft,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Bau von Windenergieanlagen ermöglichen und Errichtung unterstützen
"Agentur für Klima, Energie und Nachhaltigkeit",Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/governance/agentur-fur-klima-energie-und-nachhaltigkeit,PV-Belegung aller kommuneneigenen Dachflächen,,,,Gibt es ein personell gut augestattetes Klimaschutzmanagement?
Multiprojektmanagement einführen und verankern,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/governance/multiprojektmanagement-einfuhren-und-verankern,PV-Belegung aller kommuneneigenen Dachflächen,,,,Gibt es ein üersonell gut augestattetes Klimaschutzmanagement?
Dashboard: Monitoring & Controlling mit Bilanz,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/governance/dashboard-monitoring-controlling-mit-bilanz,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ist ein ambitionierter Klimaschutzplan vorhanden? (Restbudget / Zieljahr / jährliche Kostenaufstellung / Verantwortlichkeiten benannt)
Übergreifendes Fördermittelmanagement,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/governance/ubergreifendes-fordermittelmanagement,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Fördermittelmanagement in der Kommune, das gezielt Fördermittel für die Kommune beantragt"
Einführung Klimafonds,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/governance/einfuhrung-klimafonds,PV-Belegung aller kommuneneigenen Dachflächen,,,,Einrichtung eines Klimaschutzfonds
Datengrundlage Energie- und Gebäudedaten,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/governance/datengrundlage-energie-und-gebaudedaten,PV-Belegung aller kommuneneigenen Dachflächen,,,,Einrichtung eines kommunalen Energiemanagements
Klimakoordinator:innen in allen Dezernaten,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/governance/klimakoordinatorinnen-in-allen-dezernaten,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Ist Klimaschutz als Schnittstellenthema verankert, z.B.: in anderen kommunalen Konzepten? *Sind alle Abteilungen der Verwaltung im Klimaschutz geschult? *Oder gibt es eine abteilungsübergreifende Lenkungsgruppe für kommunale Kimaneutralität?"
"Klimaschutz bei Feuerwehr, Rettungsdienst u.a.",Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/governance/klimaschutz-bei-feuerwehr-rettungsdienst-ua,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Ist Klimaschutz als Schnittstellenthema verankert, z.B.: in anderen kommunalen Konzepten? *Sind alle Abteilungen der Verwaltung im Klimaschutz geschult? *Oder gibt es eine abteilungsübergreifende Lenkungsgruppe für kommunale Kimaneutralität?"
Gründung einer AG Urbane Daten,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/governance/grundung-einer-ag-urbane-daten,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Ist Klimaschutz als Schnittstellenthema verankert, z.B.: in anderen kommunalen Konzepten? *Sind alle Abteilungen der Verwaltung im Klimaschutz geschult? *Oder gibt es eine abteilungsübergreifende Lenkungsgruppe für kommunale Kimaneutralität?"
Klimaschutz für integrierte Stadtentwicklung,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/governance/klimaschutz-fur-integrierte-stadtentwicklung,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Ist Klimaschutz als Schnittstellenthema verankert, z.B.: in anderen kommunalen Konzepten? *Sind alle Abteilungen der Verwaltung im Klimaschutz geschult? *Oder gibt es eine abteilungsübergreifende Lenkungsgruppe für kommunale Kimaneutralität?"
Bürgerbeteiligungsformate zur Klimaneutralität,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/governance/burgerbeteiligungsformate-zur-klimaneutralitat,PV-Belegung aller kommuneneigenen Dachflächen,,,,Gibt es strukturierte Möglichkeiten der Mitbestimmung der Zivilgesellschaft z.B. als Klimarat oder kontinuierlicher Bürgerbeteiligung etc.?
Einführung eines kommunalen Klimageldes,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/governance/einfuhrung-eines-kommunalen-klimageldes,PV-Belegung aller kommuneneigenen Dachflächen,,,,Einrichtung eines Klimaschutzfonds
Nachhaltige Beschaffung,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/wirtschaft/stadt-als-vorbild/nachhaltige-beschaffung,PV-Belegung aller kommuneneigenen Dachflächen,,,,Richtlinien für allgemeines nachhaltiges Beschaffungswesen (inkl. Baustoffen) (Vergabeordnung)
Klimafreundliches Handeln am Arbeitsplatz,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/wirtschaft/stadt-als-vorbild/klimafreundliches-handeln-am-arbeitsplatz,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Ist Klimaschutz als Schnittstellenthema verankert, z.B.: in anderen kommunalen Konzepten? *Sind alle Abteilungen der Verwaltung im Klimaschutz geschult? *Oder gibt es eine abteilungsübergreifende Lenkungsgruppe für kommunale Kimaneutralität?"
Förderkulisse Nachhaltigkeit & effiziente Wirtschaft,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/wirtschaft/wirtschaftsforderung-und-standortentwicklung/forderkulisse-nachhaltige-effiziente-wirtschaft,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Aufbau Klimaschutzkooperationen mit der Wirtschaft bzw. Industrieunternehmen *Von der Kommune (Wirtschaftsförderung o.ä.) koordiniert und moderiert *Selbstverpflichtungen der Unternehmen für Emissionsreduktion einholen *Wissensaustausch zu Strategien, Methoden oder Tools zur Emissionsreduktion"
Nachhaltige Standortentwicklung (Gewerbegebiete),Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/wirtschaft/klimaneutrales-gewerbe-handel-und-dienstleistung/nachhaltige-standortentwicklung-gewerbegebiete,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Flächenschonende Stadtentwicklung: Flächennutzungsplanung und Bauleitplanung nutzen, um Versiegelung zu vermeiden/verhindern. Dazu gehört u.a.: *Verdichtung vor Außenentwicklung, *keine Ausweisung von zu versiegelnder Fläche und Beginn Entsiegelung *Stop/Reduktion von kommunalem Straßenneubau"
Klimanetzwerke in den Gewerbegebieten,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/wirtschaft/klimaneutrales-gewerbe-handel-und-dienstleistung/klimanetzwerke-in-den-gewerbegebieten,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Aufbau Klimaschutzkooperationen mit der Wirtschaft bzw. Industrieunternehmen *Von der Kommune (Wirtschaftsförderung o.ä.) koordiniert und moderiert *Selbstverpflichtungen der Unternehmen für Emissionsreduktion einholen *Wissensaustausch zu Strategien, Methoden oder Tools zur Emissionsreduktion"
Hilfe Bewertung Wasserstofftechnologien,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/wirtschaft/klimaneutrale-industrie/hilfe-bewertung-wasserstofftechnologien,PV-Belegung aller kommuneneigenen Dachflächen,,,,Beratung von und Unterstützung für Unternehmen: *Branchenspezifische Beratung zu Energieeinsparung und Fördermitteln *Umstellung Heizung und Energieversorgung *Energiemanagement in Unternehmen und mögliche Förderungen *Paketlösungen durch die Stadtwerke
Unterstützungs Steigerung Energieeffizienz,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/wirtschaft/klimaneutrale-industrie/unterstutzungs-steigerung-energieeffizienz,PV-Belegung aller kommuneneigenen Dachflächen,,,,Beratung von und Unterstützung für Unternehmen: *Branchenspezifische Beratung zu Energieeinsparung und Fördermitteln *Umstellung Heizung und Energieversorgung *Energiemanagement in Unternehmen und mögliche Förderungen *Paketlösungen durch die Stadtwerke
Bauhof der Zukunft,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/wirtschaft/abfall-und-kreislaufwirtschaft/bauhof-der-zukunft,PV-Belegung aller kommuneneigenen Dachflächen,,,,Einrichung von Materiallagern und Bauteilkatalogen für gebrauchte Bauteile
Bauteil- und Ressourcenlager,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/wirtschaft/abfall-und-kreislaufwirtschaft/bauteil-und-ressourcenlager,PV-Belegung aller kommuneneigenen Dachflächen,,,,Einrichung von Materiallagern und Bauteilkatalogen für gebrauchte Bauteile
Kreislaufwirtschaft im Baugewerbe,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/wirtschaft/abfall-und-kreislaufwirtschaft/kreislaufwirtschaft-im-baugewerbe,PV-Belegung aller kommuneneigenen Dachflächen,,,,Kreislaufwirtschaft und nachhaltige Baustoffe im Baubereich: kommunale Vergabeverfahren anpassen
Kriterien für klimaneutrale Baustelle entwickeln,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/wirtschaft/abfall-und-kreislaufwirtschaft/kriterien-fur-klimaneutrale-baustelle-entwickeln,PV-Belegung aller kommuneneigenen Dachflächen,,,,Kreislaufwirtschaft und nachhaltige Baustoffe im Baubereich: kommunale Vergabeverfahren anpassen
Ressourcenrecycling vorantreiben,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/wirtschaft/abfall-und-kreislaufwirtschaft/ressourcenrecycling-vorantreiben,PV-Belegung aller kommuneneigenen Dachflächen,,,,Kreislaufwirtschaft und nachhaltige Baustoffe im Baubereich: kommunale Vergabeverfahren anpassen
Regionaler BioHub,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/wirtschaft/land-und-ernahrungswirtschaft-regionaler-handel/regionaler-biohub,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Beratungs- und Förderangebote zur Umstellung auf ökologische und regenerative Landwirtschaft (Vorbild ""Förder- /Beratungskompass"")"
Einzelhandel & nachhaltige Gastronomie,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/wirtschaft/land-und-ernahrungswirtschaft-regionaler-handel/einzelhandel-nachhaltige-gastronomie,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Beratungs- und Förderangebote zur Umstellung auf ökologische und regenerative Landwirtschaft (Vorbild ""Förder- /Beratungskompass"")"
Ökolandwirtschaft durch Pachtverträge,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/wirtschaft/land-und-ernahrungswirtschaft-regionaler-handel/okolandwirtschaft-durch-pachtvertrage,PV-Belegung aller kommuneneigenen Dachflächen,,,,Vergabe von kommunalen Pachtflächen nach ökologischen Kriterien
Pilotprojekt in der Agroforstwirtschaft,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/wirtschaft/land-und-ernahrungswirtschaft-regionaler-handel/pilotprojekt-in-der-agroforstwirtschaft,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Beratungs- und Förderangebote zur Umstellung auf ökologische und regenerative Landwirtschaft (Vorbild ""Förder- /Beratungskompass"")"
"Runder Tisch ""Nachhaltige Landwirtschaft""",Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/wirtschaft/land-und-ernahrungswirtschaft-regionaler-handel/runder-tisch-nachhaltige-landwirtschaft,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Beratungs- und Förderangebote zur Umstellung auf ökologische und regenerative Landwirtschaft (Vorbild ""Förder- /Beratungskompass"")"
Beschleunigung der Antriebswende,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/verkehr/beschleunigung-der-antriebswende,PV-Belegung aller kommuneneigenen Dachflächen,,,,Umstellung kommunaler Fuhrpark und Angebote für Mitarbeiter:innen
Stadtverträgliches Parkraumangebot,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/verkehr/stadtvertragliches-parkraumangebot,PV-Belegung aller kommuneneigenen Dachflächen,,,,Reduktion der MIV Flächen: * flächendeckendes Parkraummanagement * weniger Straßenraum für MIV
Ausbau des Umweltverbundes im Straßenraum,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/verkehr/ausbau-des-umweltverbundes-im-straenraum,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Flächenschonende Stadtentwicklung: Flächennutzungsplanung und Bauleitplanung nutzen, um Versiegelung zu vermeiden/verhindern. Dazu gehört u.a.: *Verdichtung vor Außenentwicklung, *keine Ausweisung von zu versiegelnder Fläche und Beginn Entsiegelung *Stop/Reduktion von kommunalem Straßenneubau"
Ausbau des ÖPNV,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/verkehr/ausbau-des-opnv,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau und Attraktivierung des ÖPNV-Angebotes
Regiotram,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/verkehr/regiotram,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau und Attraktivierung des ÖPNV-Angebotes
Mobilitätsmanagement,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/verkehr/mobilitatsmanagement,PV-Belegung aller kommuneneigenen Dachflächen,,,,Unterstützung und Begleitung des betrieblichen Mobilitätsmanagement
Rahmen für einen klimaneutralen Verkehr schaffen,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/verkehr/rahmen-fur-einen-klimaneutralen-verkehr-schaffen,PV-Belegung aller kommuneneigenen Dachflächen,,,,Mobilitätsplanung mit Fokus auf Ausbau Rad- und Fußinfrastruktur und ÖPNV-Entwicklung
Überprüfung Umsetzbarkeit Null-Emissionszone,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/verkehr/uberprufung-umsetzbarkeit-null-emissionszone,PV-Belegung aller kommuneneigenen Dachflächen,,,,Unterstützung und Begleitung des betrieblichen Mobilitätsmanagement
Sicherung/Ausbau Windenergie,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/energieversorgung/strom/sicherungausbau-windenergie,PV-Belegung aller kommuneneigenen Dachflächen,,,,Bau von Windenergieanlagen ermöglichen und Errichtung unterstützen
PV auf kommunalen Dächern,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/energieversorgung/strom/pv-auf-kommunalen-dachern,PV-Belegung aller kommuneneigenen Dachflächen,,,,PV-Belegung aller kommuneneigenen Dachflächen
Solaroffensive,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/energieversorgung/strom/solaroffensive,PV-Belegung aller kommuneneigenen Dachflächen,,,,PV-Belegung aller kommuneneigenen Dachflächen
PV-Freiflächen auf städtischen Flächen,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/energieversorgung/strom/pv-freiflachen-auf-stadtischen-flachen,PV-Belegung aller kommuneneigenen Dachflächen,,,,Bau von PV-Flächenanlagen ermöglichen und unterstützen
Kommunale Wärmeplanung,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/energieversorgung/warme/kommunale-warmeplanung,PV-Belegung aller kommuneneigenen Dachflächen,,,,Wärmeplanung beauftragen bzw. erstellen gemäß Wärmeplanungsgesetz bzw. Landesgesetz
Dezentrale Wärmeversorgung & Fernwärme,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/energieversorgung/warme/dezentrale-warmeversorgung-fernwarme,PV-Belegung aller kommuneneigenen Dachflächen,,,,Dekarbonisierung bestehender Fernwärmenetze und Ausbau grüner Wärmenetze durch Erschließung erneuerbarer Wärmequellen
Kommunale Versorgung,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/energieversorgung/allgemein/kommunale-versorgung,PV-Belegung aller kommuneneigenen Dachflächen,,,,Einrichtung eines kommunalen Energiemanagements
Energie in Bürgerhand,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/energieversorgung/allgemein/energie-in-burgerhand,PV-Belegung aller kommuneneigenen Dachflächen,,,,Einrichtung eines kommunalen Energiemanagements
Räumlicher Masterplan,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/energieversorgung/allgemein/raumlicher-masterplan,PV-Belegung aller kommuneneigenen Dachflächen,,,,Klimaneutrale Energieversorgung durch Bauleitplanung und städtebauliche Verträge
Aufbau Handwerker:innenpool,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/energieversorgung/allgemein/aufbau-handwerkerinnenpool,PV-Belegung aller kommuneneigenen Dachflächen,,,,Start wirksamer Kampagnen: *Fachkräftekampagne für Ausbau EE (PV und Sanierung) *Teilnahme Wattbewerb (Beschluss zur Verdoppelung der PV Flächen in der Kommune) *Unterstützung bei Solarparties und Solarselbstbauworkshops
Sanierungsfahrplan städtischer Nicht-Wohngebäude,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/gebaude/stadt-als-vorbild-kommunale-anlagen-und-gebaude/sanierungsfahrplan-stadtischer-nicht-wohngebaude,PV-Belegung aller kommuneneigenen Dachflächen,,,,Umfassende energetische Gebäudesanierung der kommunalen Liegenschaften und kommunalen Wohhnungsbaugesellschaften *Hüllfllächensanierung inkl. Heizungsaustausch. *Erstellung eines Sanierungsplans.
Begrünung kommunaler Gebäude,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/gebaude/stadt-als-vorbild-kommunale-anlagen-und-gebaude/begrunung-kommunaler-gebaude,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Flächenschonende Stadtentwicklung: Flächennutzungsplanung und Bauleitplanung nutzen, um Versiegelung zu vermeiden/verhindern. Dazu gehört u.a.: *Verdichtung vor Außenentwicklung, *keine Ausweisung von zu versiegelnder Fläche und Beginn Entsiegelung *Stop/Reduktion von kommunalem Straßenneubau"
Energetische Sanierung städtischer Wohngebäude,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/gebaude/stadt-als-vorbild-kommunale-anlagen-und-gebaude/energetische-sanierung-stadtischer-wohngebaude,PV-Belegung aller kommuneneigenen Dachflächen,,,,Umfassende energetische Gebäudesanierung der kommunalen Liegenschaften und kommunalen Wohhnungsbaugesellschaften *Hüllfllächensanierung inkl. Heizungsaustausch. *Erstellung eines Sanierungsplans.
Fortführung Projekt Flächenmanagement,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/gebaude/stadt-als-vorbild-kommunale-anlagen-und-gebaude/fortfuhrung-projekt-flachenmanagement,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Flächenschonende Stadtentwicklung: Flächennutzungsplanung und Bauleitplanung nutzen, um Versiegelung zu vermeiden/verhindern. Dazu gehört u.a.: *Verdichtung vor Außenentwicklung, *keine Ausweisung von zu versiegelnder Fläche und Beginn Entsiegelung *Stop/Reduktion von kommunalem Straßenneubau"
Klimaoffensive für Erbpachtgrundstücke der Stadt,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/gebaude/klimagerechter-und-angepasster-stadtebau/klimaoffensive-fur-erbpachtgrundstucke-der-stadt,PV-Belegung aller kommuneneigenen Dachflächen,,,,Vergabe von kommunalen Pachtflächen nach ökologischen Kriterien
Energieeffiziente Denkmalpflege,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/gebaude/klimagerechter-und-angepasster-stadtebau/energieeffiziente-denkmalpflege,PV-Belegung aller kommuneneigenen Dachflächen,,,,Umfassende energetische Gebäudesanierung der kommunalen Liegenschaften und kommunalen Wohhnungsbaugesellschaften *Hüllfllächensanierung inkl. Heizungsaustausch. *Erstellung eines Sanierungsplans.
Förderung von Grün im Stadtgebiet,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/gebaude/klimagerechter-und-angepasster-stadtebau/forderung-von-grun-im-stadtgebiet,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Flächenschonende Stadtentwicklung: Flächennutzungsplanung und Bauleitplanung nutzen, um Versiegelung zu vermeiden/verhindern. Dazu gehört u.a.: *Verdichtung vor Außenentwicklung, *keine Ausweisung von zu versiegelnder Fläche und Beginn Entsiegelung *Stop/Reduktion von kommunalem Straßenneubau"
Klimagerechter und angepasster Gebäudebestand,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/gebaude/klimagerechter-und-angepasster-stadtebau/klimagerechter-und-angepasster-gebaudebestand,PV-Belegung aller kommuneneigenen Dachflächen,,,,Umfassende energetische Gebäudesanierung der kommunalen Liegenschaften und kommunalen Wohhnungsbaugesellschaften *Hüllfllächensanierung inkl. Heizungsaustausch. *Erstellung eines Sanierungsplans.
Beratung und Förderprogramm Altbausanierung,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/gebaude/wohngebaude/beratung-und-forderprogramm-altbausanierung,PV-Belegung aller kommuneneigenen Dachflächen,,,,Beratung zu Gebäudesanierung und Heizungstausch. Das kann z.B.: über Verbraucherzentrale (kostenneutral) oder über Mittel aus Städtebauförderung (z.B. über Ausweisung von Sanierungsgebieten) ablaufen *Klare an Zielgruppe angepasste Angebote:- Eigentümer:innen von Ein- und Zweifamilienhäusern - Wohungseigentümergemeinschaften- Genossenschaften- privaten Großeigentümern
Sanierungs-Modellgebiet: Östliche Innenstadt,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/gebaude/wohngebaude/sanierungs-modellgebiet-ostliche-innenstadt,PV-Belegung aller kommuneneigenen Dachflächen,,,,Energetische Quartierssanierung
